question,answer,label
국고보조금등으로 취득한 사업용자산가액의 손금산입에 대해서적용할 때 내국법인이 국고보조금등을 금전 외의 자산으로 받아 사업에 사용한 경우, 사업용자산의 취득 또는 개량에 사용된 것으로 본다. ,법인세법
국고보조금등으로 취득한 사업용자산가액의 손금산입에 대해서제1항과 제2항을 적용하려는 내국법인은 대통령령으로 정하는 바에 따라 국고보조금등과 국고보조금등으로 취득한 사업용자산의 명세서(제2항의 경우, 국고보조금등의 사용계획서)를 납세지 관할 세무서장에게 제출하여야 한다. ,법인세법
공사부담금으로 취득한 사업용자산가액의 손금산입에 대해서제1항과 제2항을 적용하려는 내국법인은 대통령령으로 정하는 바에 따라 그 제공받은 사업용자산 및 공사부담금과 공사부담금으로 취득한 사업용자산의 명세서(제2항의 경우, 공사부담금의 사용계획서)를 납세지 관할 세무서장에게 제출하여야 한다. ,법인세법
보험차익으로 취득한 자산가액의 손금산입에 대해서제1항과 제2항을 적용하려는 내국법인은 대통령령으로 정하는 바에 따라 그 지급받은 보험금과 보험금으로 취득하거나 개량한 자산의 명세서(제2항의 경우, 보험차익의 사용계획서)를 납세지 관할 세무서장에게 제출하여야 한다. ,법인세법
한국채택국제회계기준 적용 내국법인에 대한 재고자산평가차익 익금불산입에 대해서제1항 각 호 외의 부분 전단에 따라 재고자산평가차익을 익금에 산입하지 아니한 내국법인이 해산(제44조제2항 및 제3항에 따른 적격합병 또는 제46조제2항에 따른 적격분할로 인한 해산은 제외한다)하는 경우,제1항 각 호 외의 부분 후단에 따라 익금에 산입하고 남은 금액을 해산등기일이 속하는 사업연도의 소득금액을 계산할 때 익금에 산입한다.,법인세법
합병 시 합병법인에 대한 과세에 대해서합병법인은 피합병법인의 자산을 시가로 양도받은 것으로 보는 경우로서 피합병법인에 지급한 양도가액이 피합병법인의 합병등기일 현재의 자산총액에서 부채총액을 뺀 금액(이하 이 관에서 “순자산시가”라 한다)보다 적은 경우,그 차액을 제60조제2항제2호에 따른 세무조정계산서에 계상하고 합병등기일부터 5년간 균등하게 나누어 익금에 산입한다.,법인세법
합병 시 합병법인에 대한 과세에 대해서합병법인은 피합병법인의 자산을 시가로 양도받은 것으로 보는 경우에 피합병법인에 지급한 양도가액이 합병등기일 현재의 순자산시가를 초과하는 경우로서 대통령령으로 정하는 경우,그 차액을 제60조제2항제2호에 따른 세무조정계산서에 계상하고 합병등기일부터 5년간 균등하게 나누어 손금에 산입한다.,법인세법
분할 시 분할법인등에 대한 과세에 대해서제2항에도 불구하고 부동산임대업을 주업으로 하는 사업부문 등 대통령령으로 정하는 사업부문을 분할하는 경우, 적격분할로 보지 아니한다. ,법인세법
분할 시 분할신설법인등에 대한 과세에 대해서분할신설법인등은 분할법인등의 자산을 시가로 양도받은 것으로 보는 경우로서 분할법인등에 지급한 양도가액이 분할법인등의 분할등기일 현재의 순자산시가보다 적은 경우,그 차액을 세무조정계산서에 계상하고 분할등기일부터 5년간 균등하게 나누어 익금에 산입한다.,법인세법
분할 시 분할신설법인등에 대한 과세에 대해서분할신설법인등은 분할법인등의 자산을 시가로 양도받은 것으로 보는 경우에 분할법인등에 지급한 양도가액이 분할등기일 현재의 순자산시가를 초과하는 경우로서 대통령령으로 정하는 경우,그 차액을 세무조정계산서에 계상하고 분할등기일부터 5년간 균등하게 나누어 손금에 산입한다.,법인세법
적격분할 시 분할신설법인등에 대한 과세특례에 대해서분할신설법인등은 제 양도받은 자산의 장부가액과 제46조의2 시가와의 차액 등을 익금에 산입한 경우,분할신설법인등이 분할법인등에 지급한 양도가액과 분할법인등의 분할등기일 현재의 순자산시가와의 차액을 제3항 각 호의 사유가 발생한 날부터 분할등기일 이후 5년이 되는 날까지 대통령령으로 정하는 바에 따라 익금 또는 손금에 산입한다.,법인세법
기능통화 도입기업의 과세표준 계산특례에 대해서제과세표준계산방법을 적용하는 법인이 기능통화를 변경하는 경우,기능통화를 변경하는 사업연도의 소득금액을 계산할 때 개별 자산ㆍ부채별로 제1호의 금액에서 제2호의 금액을 뺀 금액을 익금에 산입하고 그 상당액을 대통령령으로 정하는 바에 따라 일시상각충당금 또는 압축기장충당금으로 계상하여 손금에 산입한다.,법인세법
토지등 양도소득에 대한 과세특례에 대해서 토지를 취득한 후 법령에 따라 사용이 금지되거나 그 밖에 대통령령으로 정하는 부득이한 사유가 있어 비사업용 토지에 해당하는 경우, 대통령령으로 정하는 바에 따라 비사업용 토지로 보지 아니할 수 있다. ,법인세법
외국 납부 세액공제 등에 대해서제4항에서 “외국자회사”란 내국법인이 의결권 있는 발행주식총수 또는 출자총액의 100분의 25(「조세특례제한법」 제22조에 따른 해외자원개발사업을 하는 외국법인의 경우,100분의 5를 말한다. 이상을 출자하고 있는 외국법인으로서 대통령령으로 정하는 요건을 갖춘 법인을 말한다.,법인세법
외국 납부 세액공제 등에 대해서내국법인의 각 사업연도의 소득금액에 외국법인으로부터 받는 수입배당금액이 포함되어 있는 경우로서 그 외국법인의 소득에 대하여 해당 외국법인이 아니라 출자자인 내국법인이 직접 납세의무를 부담하는 등 대통령령으로 정하는 요건을 갖춘 경우, 그 외국법인의 소득에 대하여 출자자인 내국법인에게 부과된 외국법인세액 중 해당 수입배당금액에 대응하는 것으로서 대통령령으로 정하는 바에 따라 계산한 금액은  세액공제의 대상이 되는 외국법인세액으로 본다. ,법인세법
간접투자회사 등의 외국납부세액공제 및 환급 특례에 대해서간접투자회사등은  그 사업연도의 외국 납부세액이 그 사업연도의 법인세액을 초과하는 경우, 대통령령으로 정하는 바에 따라 환급받을 수 있다. ,법인세법
"간접투자회사 등의 외국납부세액공제 및 환급 특례에 대해서「자본시장과 금융투자업에 관한 법률」에 따른 투자신탁, 투자합자조합 및 투자익명조합(이하 이 항에서 “투자신탁등”이라 한다)의 경우","그 투자신탁등을 내국법인으로 보아 제1항과 제2항을 적용한다. 이 경우 “사업연도”는 “투자신탁등의 회계기간”으로 보고, “과세표준 신고 시”는 “결산 시”로 본다.",법인세법
사실과 다른 회계처리로 인한 경정에 따른 세액공제에 대해서적용할 때 내국법인이 해당 사실과 다른 회계처리와 관련하여 그 경정일이 속하는 사업연도 이전의 사업연도에 「국세기본법」 제45조에 따른 수정신고를 하여 납부할 세액이 있는 경우,그 납부할 세액에서  과다 납부한 세액을 과다 납부한 세액의 100분의 20을 한도로 먼저 공제하여야 한다.,법인세법
사실과 다른 회계처리로 인한 경정에 따른 세액공제에 대해서 과다 납부한 세액을 공제받은 내국법인으로서 과다 납부한 세액이 남아있는 내국법인이 해산하는 경우, 다음 각 호에 따른다. ,법인세법
감면 및 세액공제액의 계산시 세액 감면 또는 면제를 하는 경우 그 감면 또는 면제되는 세액은 별도의 규정이 있는 경우를 제외하고는 산출세액에 그 감면 또는 면제되는 소득이 과세표준에서 차지하는 비율이 100분의 100을 초과하는 경우에 어떻게 되나요?,100분의 100을 곱하여 산출한 금액(감면의 경우에는 그 금액에 해당 감면율을 곱하여 산출한 금액)으로 한다.),법인세법
과세표준 등의 신고에 대해서「주식회사 등의 외부감사에 관한 법률」 제4조에 따라 감사인(監査人)에 의한 감사를 받아야 하는 내국법인이 해당 사업연도의 감사가 종결되지 아니하여 결산이 확정되지 아니하였다는 사유로 대통령령으로 정하는 바에 따라 신고기한의 연장을 신청한 경우,그 신고기한을 1개월의 범위에서 연장할 수 있다.,법인세법
비영리내국법인의 자산양도소득에 대한 신고 특례에 대해서과세표준의 신고를 하지 아니한 자산양도소득에 대하여는 계산한 과세표준에 세율을 적용하여 계산한 금액을 법인세로 납부하여야 한다. 이 경우 같은 가중된 세율을 적용하는 경우,토지등 양도소득에 대한 과세특례를 적용하지 아니한다.,법인세법
"비영리내국법인의 자산양도소득에 대한 신고 특례에 대해서제3항에 따른 양도가액, 필요경비 및 양도차익의 계산시에  「상속세 및 증여세법」에 따라 상속세 과세가액 또는 증여세 과세가액에 산입되지 아니한 재산을 출연(出捐)받은 비영리내국법인이 대통령령으로 정하는 자산을 양도하는 경우","그 자산을 출연한 출연자의 취득가액을 그 법인의 취득가액으로 하며, 「국세기본법」 제13조제2항에 따른 법인으로 보는 단체의",법인세법
비영리내국법인의 자산양도소득에 대한 신고 특례에 대해서비영리내국법인이 제7항에 따른 양도소득과세표준 예정신고를 한 경우,"과세표준에 대한 신고를 한 것으로 본다. 다만, 「소득세법」 제110조제4항 단서에 해당하는",법인세법
중간예납 의무에 대해서내국법인이 납부할 중간예납세액이 1천만원을 초과하는 경우,제64조제2항을 준용하여 분납할 수 있다.,법인세법
중간예납세액의 계산에 대해서제 연결납세방식을 적용하지 아니하게 된 법인이 연결납세방식을 적용하지 아니하는 최초의 사업연도에 따라 중간예납세액을 납부하는 경우,직전 연결사업연도의 제76조의15제4항에 따른 연결법인별 산출세액을 제1항제1호에 따른 계산식의 직전 사업연도에 대한 법인세로서 확정된 산출세액으로 본다.,법인세법
중간예납세액의 계산에 대해서납세지 관할 세무서장은 중간예납기간 중 휴업 등의 사유로 수입금액이 없는 법인에 대하여 그 사실이 확인된 경우, 해당 중간예납기간에 대한 법인세를 징수하지 아니한다. ,법인세법
납부에 대해서내국법인이 납부할 세액이 1천만원을 초과하는 경우,대통령령으로 정하는 바에 따라 납부할 세액의 일부를 납부기한이 지난 날부터 1개월(중소기업의,법인세법
결정 및 경정에 대해서납세지 관할 세무서장 또는 관할지방국세청장은따라 법인세의 과세표준과 세액을 결정 또는 경정하는 경우," 장부나 그 밖의 증명서류를 근거로 하여야 한다. 다만, 대통령령으로 정하는 사유로 장부나 그 밖의 증명서류에 의하여 소득금액을 계산할 수 없는 ",법인세법
결정 및 경정에 대해서납세지 관할 세무서장 또는 관할지방국세청장은 법인세의 과세표준과 세액을 결정 또는 경정한 후 그 결정 또는 경정에 오류나 누락이 있는 것을 발견한 경우, 즉시 이를 다시 경정한다. ,법인세법
"징수 및 환급에 대해서납세지 관할 세무서장은 내국법인이  납부하여야 할 중간예납세액의 전부 또는 일부를 납부하지 아니하면 그 미납된 중간예납세액을 「국세징수법」에 따라 징수하여야 한다. 다만, 중간예납세액을 납부하지 아니한 법인이 제63조의2제2항제2호에 해당하는 경우", 중간예납세액을 결정하여 「국세징수법」에 따라 징수하여야 한다. ,법인세법
"징수 및 환급에 대해서납세지 관할 세무서장 원천징수의무자가 그 징수하여야 할 세액을 징수하지 아니하였거나 징수한 세액을 기한까지 납부하지 아니하면 지체 없이 원천징수의무자로부터 그 원천징수의무자가 원천징수하여 납부하여야 할 세액에 상당하는 금액에 「국세기본법」 제47조의5 가산세액을 더한 금액을 법인세로서 징수하여야 한다. 다만, 원천징수의무자가 원천징수를 하지 아니한 경우로서 납세의무자가 그 법인세액을 이미 납부한 경우", 원천징수의무자에게 그 가산세만 징수한다. ,법인세법
중소기업의 결손금 소급공제에 따른 환급에 대해서납세지 관할 세무서장은 제3항에 따른 환급세액(이하 이 항에서 “당초 환급세액”이라 한다)을 결정한 후 당초 환급세액 계산의 기초가 된 직전 사업연도의 법인세액 또는 과세표준이 달라진 경우, 즉시 당초 환급세액을 경정하여 추가로 환급하거나 과다하게 환급한 세액 상당액을 징수하여야 한다. ,법인세법
내국법인의 이자소득 등에 대한 원천징수에 대해서적용할 때 대통령령으로 정하는 금융회사 등이 내국법인(거주자를 포함한다. 이하 이 항에서 같다)이 발행한 어음이나 채무증서를 인수ㆍ매매ㆍ중개 또는 대리하는 경우, 금융회사 등과 그 내국법인 간에 대리 또는 위임의 관계가 있는 것으로 본다. ,법인세법
내국법인의 이자소득 등에 대한 원천징수에 대해서적용할 때 외국법인이 발행한 채권 또는 증권에서 발생하는 제1항 각 호의 소득을 내국법인에 지급하는 경우, 국내에서 그 지급을 대리하거나 그 지급권한을 위임받거나 위탁받은 자가 그 소득에 대한 법인세를 원천징수하여야 한다. ,법인세법
성실신고확인서 제출 불성실 가산세에 대해서적용할 때 제66조에 따른 경정으로 산출세액이 0보다 크게 된 경우, 경정된 산출세액을 기준으로 가산세를 계산한다. ,법인세법
기부금영수증 발급ㆍ작성ㆍ보관 불성실 가산세에 대해서「상속세 및 증여세법」 제78조제 보고서 제출의무를 이행하지 아니하거나 같은 조  출연받은 재산에 대한 장부의 작성ㆍ비치 의무를 이행하지 아니하여 가산세가 부과되는 경우,가산세를 적용하지 아니한다.,법인세법
지급명세서 등 제출 불성실 가산세에 대해서제1항제2호에도 불구하고 일용근로소득 또는 「소득세법」 제164조의3제1항제2호의 소득에 대하여 제출한 명세서가 제1항제2호 각 목 외의 부분에 해당하는 경우로서 명세서에 기재된 각각의 총 지급금액에서 제1항제2호 각 목 외의 부분에 해당하는 분의 지급금액이 차지하는 비율이 대통령령으로 정하는 비율 이하인 경우,가산세는 부과하지 아니한다.,법인세법
신탁재산에 대한 법인세 과세방식의 적용에 대해서재산의 처분 등에 따라 법인과세 수탁자가 법인과세 신탁재산의 재산으로 그 법인과세 신탁재산에 부과되거나 그 법인과세 신탁재산이 납부할 법인세 및 강제징수비를 충당하여도 부족한 경우,그 신탁의 수익자(「신탁법」 제101조에 따라 신탁이 종료되어 신탁재산이 귀속되는 자를 포함한다)는 분배받은 재산가액 및 이익을 한도로 그 부족한 금액에 대하여 제2차 납세의무를 진다.,법인세법
신탁재산에 대한 법인세 과세방식의 적용에 대해서법인과세 신탁재산이 그 이익을 수익자에게 분배하는 경우, 배당으로 본다. ,법인세법
신탁재산에 대한 법인세 과세방식의 적용에 대해서신탁계약의 변경 등으로 법인과세 신탁재산이 제5조제2항에 따른 신탁에 해당하지 아니하게 되는 경우,그 사유가 발생한 날이 속하는 사업연도분부터 제5조제2항을 적용하지 아니한다.,법인세법
법인과세 신탁재산의 설립 및 해산 등에 대해서법인과세 신탁재산은 「신탁법」 제98조부터 제100조까지의 규정에 따라 그 신탁이 종료된 날(신탁이 종료된 날이 분명하지 아니한 경우,「부가가치세법」 제5조제3항에 따른 폐업일을 말한다)에 해산된 것으로 본다.,법인세법
법인과세 신탁재산에 대한 소득공제에 대해서배당을 받은 법인과세 신탁재산의 수익자에 대하여 이 법 또는 「조세특례제한법」에 따라 그 배당에 대한 소득세 또는 법인세가 비과세되는 경우,"적용하지 아니한다. 다만, 배당을 받은 수익자가 「조세특례제한법」 제100조의15동업기업과세특례를 적용받는 동업기업인 경우로서 그 동업자들에 대하여 같은 법 제100조의18배분받은 배당에 해당하는 소득에 대한 소득세 또는 법인세가 전부 과세되는",법인세법
법인과세 신탁재산의 원천징수에 대해서제73조의2적용하는 경우, 법인과세 신탁재산에 속한 원천징수대상채권등을 매도하는 경우 법인과세 수탁자를 원천징수의무자로 본다. ,법인세법
연결납세방식의 적용 등에 대해서제2항을 적용할 때 사업연도(이하 제76조의9 및 제76조의10에서 “본래사업연도”라 한다)가 법령 등에 규정되어 연결사업연도와 일치시킬 수 없는 완전자법인으로서 대통령령으로 정하는 요건을 갖춘 내국법인인 경우, 연결사업연도를 해당 내국법인의 사업연도로 보아 연결납세방식을 적용할 수 있다. ,법인세법
연결납세방식의 적용 등에 대해서제2조제9호ㆍ제10호 및 이 장에서 “완전 지배”란 내국법인이 다른 내국법인의 발행주식총수(주식회사가 아닌 법인인 경우," 출자총액을 말하며, 의결권이 없는 주식등을 포함하되, 「상법」 또는 「자본시장과 금융투자업에 관한 법률」에 따라 보유하고 있는 자기주식을 제외한 주식을 전부 보유하고 있는 ",법인세법
연결납세방식의 포기에 대해서연결납세방식의 적용을 포기하는 경우,“취소된 날이 속하는 사업연도”는 “연결납세방식이 적용되지 아니하는 최초의 사업연도”로 본다.,법인세법
연결자법인의 추가에 대해서연결모법인은  연결자법인이 변경된 경우,변경일 이후 중간예납기간 종료일과 사업연도 종료일 중 먼저 도래하는 날부터 1개월 이내에 대통령령으로 정하는 바에 따라 납세지 관할지방국세청장에게 신고하여야 한다.,법인세법
연결산출세액에 대해서연결법인이 토지등을 양도한 경우,토지등 양도소득에 대한 법인세액 및 투자ㆍ상생협력 촉진을 위한 과세특례를 적용하여 계산한 법인세액을 계산한 금액에 합산한 금액을 연결산출세액으로 한다.,법인세법
연결산출세액에 대해서연결법인 간 거래손익의 조정 등을 하지 아니하고 계산한 소득으로서 대통령령으로 정하는 금액이 있는 경우,토지등 양도소득에 대한 법인세액 및 투자ㆍ상생협력 촉진을 위한 과세특례를 적용하여 계산한 법인세액을 계산한 금액에 합산한 금액을 연결산출세액으로 한다.,
연결중간예납에 대해서직전 연결사업연도의 확정된 연결산출세액이 없거나 해당 중간예납기간의 만료일까지 직전 연결사업연도의 연결산출세액이 확정되지 아니한 경우,중간예납세액을 계산한다.,법인세법
연결중간예납에 대해서 연결납세방식을 처음으로 적용하는 경우,"각 연결법인의중간예납세액의 합계액을 연결중간예납세액으로 하고, 제76조의11연결법인이 추가된",법인세법
"해산에 의한 청산소득 금액의 계산에 대해서해산으로 인하여 청산 중인 내국법인이 그 해산에 의한 잔여재산의 일부를 주주등에게 분배한 후 「상법」 제229조, 제285조, 제287조의40, 제519조 또는 제610조에 따라 사업을 계속하는 경우", 그 해산등기일부터 계속등기일까지의 사이에 분배한 잔여재산의 분배액의 총합계액에서 해산등기일 현재의 자기자본의 총액을 공제한 금액을 그 법인의 해산에 의한 청산소득의 금액으로 한다. ,법인세법
해산에 의한 청산소득 금액의 계산에 대해서내국법인의 해산에 의한 청산소득 금액을 계산할 때 해산등기일 현재 그 내국법인에 대통령령으로 정하는 이월결손금이 있는 경우," 그 이월결손금은 그날 현재의 그 법인의 자기자본의 총액에서 그에 상당하는 금액과 상계하여야 한다. 다만, 상계하는 이월결손금의 금액은 자기자본의 총액 중 잉여금의 금액을 초과하지 못하며, 초과하는 이월결손금이 있는 ",법인세법
해산에 의한 청산소득 금액의 계산에 대해서제4항에 따라 청산소득 금액을 계산할 때 해산등기일 전 2년 이내에 자본금 또는 출자금에 전입한 잉여금이 있는 경우, 해당 금액을 자본금 또는 출자금에 전입하지 아니한 것으로 보아 같은 항을 적용한다. ,법인세법
해산에 의한 청산소득 금액의 계산에 대해서내국법인의 해산에 의한 청산소득의 금액을 계산할 때 그 청산기간에 생기는 각 사업연도의 소득금액이 있는 경우, 그 법인의 해당 각 사업연도의 소득금액에 산입한다. ,법인세법
납부에 대해서 신고의무가 있는 내국법인으로서 그 분배하는 잔여재산의 가액(전에 분배한 잔여재산의 가액이 있을 때에는 그 합계액)이 그 해산등기일 현재의 자기자본의 총액을 초과하는 경우,그 초과하는 금액에 제83조를 적용하여 계산한 세액(전에 잔여재산의 일부를 분배함으로써 납부한 법인세액이 있는,법인세법
대통령 법령이 목적 신탁 신탁으로 규정 한 요구 사항을 충족하는 신탁의 경우,신탁재산에 귀속되는 소득에 대하여 신탁계약에 따라 그 신탁의 수탁자[내국법인 또는 「소득세법」에 따른 거주자(이하 “거주자”라 한다)인 경우에 한정한다]가 법인세를 납부할 수 있다. 이 경우 신탁재산별로 각각을 하나의 내국법인으로 본다. ,법인세법
대통령 법령이 목적 신탁 신탁으로 규정 한 요구 사항을 충족하는 신탁의 경우,신탁재산에 귀속되는 소득에 대하여 신탁계약에 따라 그 신탁의 수탁자[내국법인 또는 「소득세법」에 따른 거주자(이하 “거주자”라 한다)인 경우에 한정한다]가 법인세를 납부할 수 있다. 이 경우 신탁재산별로 각각을 하나의 내국법인으로 본다. ,법인세법
대통령 법령이 발행 한 신탁 신탁의 경우,신탁재산에 귀속되는 소득에 대하여 신탁계약에 따라 그 신탁의 수탁자[내국법인 또는 「소득세법」에 따른 거주자(이하 “거주자”라 한다)인 경우에 한정한다]가 법인세를 납부할 수 있다. 이 경우 신탁재산별로 각각을 하나의 내국법인으로 본다. ,법인세법
제한된 책임 신탁 신탁으로 대통령 법령에 의해 규정 된 요구 사항을 충족하는 신탁 신탁의 경우,신탁재산에 귀속되는 소득에 대하여 신탁계약에 따라 그 신탁의 수탁자[내국법인 또는 「소득세법」에 따른 거주자(이하 “거주자”라 한다)인 경우에 한정한다]가 법인세를 납부할 수 있다. 이 경우 신탁재산별로 각각을 하나의 내국법인으로 본다. ,법인세법
대통령 법령에 의해 규정 된 요구 사항을 충족하는 신탁의 경우 신탁과 유사한 신탁으로,사실상의 사업 계속일을 말한다. 이하 같다)까지의 기간  구분에 따른 기간을 각각 1사업연도로 본다. ,법인세법
청산중인 국내 자회사의 업무 연도가 프로젝트 시작일부터 등록 날짜를 계속 등록하지 않는 경우.,해당 사업연도의 소득금액을 계산할 때 감가상각비로 계상한 것으로 보아 상각범위액을 계산한다. ,법인세법
국내 자회사가 감가 상각 자산 취득에 지출 된 금액을 핸드 수수료로 차지한 경우,해당 사업연도의 소득금액을 계산할 때 감가상각비로 계상한 것으로 보아 상각범위액을 계산한다. ,법인세법
국내 자회사가 감가 상각 자산에 대한 대통령 법령에 의해 규정 된 자본 지출 금액을 기준으로하는 경우,800만원에 해당 보유기간 또는 임차기간 월수를 곱하고 이를 사업연도 월수로 나누어 산출한 금액을 말한다)을 초과하는 경우 그 초과하는 금액(이하 이 조에서 “감가상각비 한도초과액”이라 한다)은 해당 사업연도의 손금에 산입하지 아니하고 대통령령으로 정하는 방법에 따라 이월하여 손금에 산입한다. ,법인세법
비즈니스 승객 차별의 감가 상각비에 해당하는 비용이 프로젝트가 1 년 미만인 경우 1 년 미만인 경우.,800만원에 해당 보유기간 또는 임차기간 월수를 곱하고 이를 사업연도 월수로 나누어 산출한 금액을 말한다)을 초과하는 경우 그 초과하는 금액(이하 이 조에서 “감가상각비 한도초과액”이라 한다)은 해당 사업연도의 손금에 산입하지 아니하고 대통령령으로 정하는 방법에 따라 이월하여 손금에 산입한다. ,법인세법
비즈니스 승객 차별의 대통령 법령에 의해 규정 된 감가 상각비의 감가 상각비 비용이 관련 사업 연도에 각각 8 백만 원이되고 프로젝트 연도의 일정 기간 동안 개최되거나 임대되는 경우,"가액을 피합병법인의 합병등기일 현재의 순자산 장부가액으로 보아 양도손익이 없는 것으로 할 수 있다. 다만, 대통령령으로 정하는 부득이한 사유가 있는",법인세법
"합병의 경우 (이하 ""적격 합병""이라고 함)는 다른 기업과의 합병의 유일한 목적으로 대통령 법령에 의해 규정 된 모든 요구 사항을 가지고 있습니다.","가액을 피합병법인의 합병등기일 현재의 순자산 장부가액으로 보아 양도손익이 없는 것으로 할 수 있다. 다만, 대통령령으로 정하는 부득이한 사유가 있는",법인세법
"합병의 경우 (이하 ""적격 합병""이라고 불림), 담보 회사의 모든 주식은 합병 등록 날짜가 속한 사업 연도가 끝날 때까지 주식을 보유 해야하는 모든 요구 사항을 갖습니다.","가액을 피합병법인의 합병등기일 현재의 순자산 장부가액으로 보아 양도손익이 없는 것으로 할 수 있다. 다만, 대통령령으로 정하는 부득이한 사유가 있는",
합병 총 금액이 합병 모회사 주식의 80/100 또는 80/100 이상인 경우 80/100 이상, 본문의 요건을 갖춘 것으로 본다.  요건을 모두 갖춘 합병(이하 “적격합병”이라 한다)의 ,법인세법
합병은 합병 등록 날짜가 속한 업무 연도가 끝날 때까지 담보 회사가 성공한 사업을 계속할 것입니다. 그러나 회사가 대통령 법령에 의해 규정 된 회사 인 경우 합병의 유일한 목적으로다른 기업.,"가액을 피합병법인의 합병등기일 현재의 순자산 장부가액으로 보아 양도손익이 없는 것으로 할 수 있다. 다만, 대통령령으로 정하는 부득이한 사유가 있는",법인세법
"합병 등록 날짜 1 개월 전, 아케이드 코퍼레이션의 대통령 법령에 의해 규정 된 근로자 중 합병 회사가 상속받은 근로자의 비율은 80/100을 초과했으며 업무 연도 말 대비 비율을 유지해야 할 요구 사항합병 등록 날짜가 속한 경우 합병의 경우 (이하 ""적격 합병""이라고합니다)",적격합병으로 보아 양도손익이 없는 것으로 할 수 있다. ,법인세법
국내 기업이 합병 된 총 주식 수 또는 총 투자 금액을 소유 한 기타 기업을 합병하는 경우,적격합병으로 보아 양도손익이 없는 것으로 할 수 있다. ,법인세법
동일한 한국 자회사가 발행 된 총 주식 수 또는 총 투자 금액으로 다른 기업간에 병합되는 경우,"그 사유가 발생한 날이 속하는 사업연도의 소득금액을 계산할 때 양도받은 자산의 장부가액과 제44조의2 시가와의 차액(시가가 장부가액보다 큰 경우만 해당한다. 이하 제4항에서 같다), 승계받은 결손금 중 공제한 금액 등을 대통령령으로 정하는 바에 따라 익금에 산입하고, 제2항에 따라 피합병법인으로부터 승계받아 공제한 감면ㆍ세액공제액 등을 대통령령으로 정하는 바에 따라 해당 사업연도의 법인세에 더하여 납부한 후 해당 사업연도부터 감면 또는 세액공제를 적용하지 아니한다. 다만, 대통령령으로 정하는 부득이한 사유가 있는",법인세법
합병 된 합병 자회사는 3 년 안에 대통령 법령에 의해 규정 된 기간이 발생한 경우입니다.,"그 사유가 발생한 날이 속하는 사업연도의 소득금액을 계산할 때 양도받은 자산의 장부가액과 제44조의2 시가와의 차액(시가가 장부가액보다 큰 경우만 해당한다. 이하 제4항에서 같다), 승계받은 결손금 중 공제한 금액 등을 대통령령으로 정하는 바에 따라 익금에 산입하고, 제2항에 따라 피합병법인으로부터 승계받아 공제한 감면ㆍ세액공제액 등을 대통령령으로 정하는 바에 따라 해당 사업연도의 법인세에 더하여 납부한 후 해당 사업연도부터 감면 또는 세액공제를 적용하지 아니한다. 다만, 대통령령으로 정하는 부득이한 사유가 있는",법인세법
자격이 된 합병 회사는 합병 회사로부터받은 주식을 처분 한 이유가 3 년 이내에 대통령 법령에 의해 규정 된 담보 회사의 주주에 의해 야기되는 이유입니다.,"그 사유가 발생한 날이 속하는 사업연도의 소득금액을 계산할 때 양도받은 자산의 장부가액과 제44조의2 시가와의 차액(시가가 장부가액보다 큰 경우만 해당한다. 이하 제4항에서 같다), 승계받은 결손금 중 공제한 금액 등을 대통령령으로 정하는 바에 따라 익금에 산입하고, 제2항에 따라 피합병법인으로부터 승계받아 공제한 감면ㆍ세액공제액 등을 대통령령으로 정하는 바에 따라 해당 사업연도의 법인세에 더하여 납부한 후 해당 사업연도부터 감면 또는 세액공제를 적용하지 아니한다. 다만, 대통령령으로 정하는 부득이한 사유가 있는",법인세법
합병 합병 회사는 합병의 합병 등록일 (이 문제에서“노동자”라고 불리는) 전년도에 합병 된 합병입니다.. 기업의 계약이 감소하고 합병 회사가 계약의 80/100 이하로 떨어질 때 이유가 발생하는 경우.,소멸한 분할합병의 상대방법인 및 분할합병의 상대방법인이 분할등기일 현재 1년 이상 사업을 계속하던 내국법인일 것)  요건을 모두 갖춘 분할(이하 “적격분할”이라 한다)의,법인세법
부서 등록 날짜에 5 년 이상 일해 온 한국 자회사가 각 목의 모든 요구 사항을 나누는 경우 일 수 있습니다.,"가액을 분할법인등의 분할등기일 현재의 순자산 장부가액으로 보아 양도손익이 없는 것으로 할 수 있다. 다만, 대통령령으로 정하는 부득이한 사유가 있는",법인세법
비즈니스를 분리 할 수있는 독립 비즈니스 부서를 나누는 경우,"가액을 분할법인등의 분할등기일 현재의 순자산 장부가액으로 보아 양도손익이 없는 것으로 할 수 있다. 다만, 대통령령으로 정하는 부득이한 사유가 있는",법인세법
"분할 비즈니스 부서의 자산과 부채는 포괄적으로 상속 될 것입니다. 그러나 채무자를 변경할 수없는 자산 및 부채와 같이 나누기 어려운 자산 및 부채로 대통령 법령에 의해 규정 된 것으로 제외됩니다.모든 요구 사항이있는 부서의 사례 (이하 ""자격""이라고 함)","가액을 분할법인등의 분할등기일 현재의 순자산 장부가액으로 보아 양도손익이 없는 것으로 할 수 있다. 다만, 대통령령으로 정하는 부득이한 사유가 있는",법인세법
